ID,lineSection_ID,kmFrom,kmTo,latitude,longitude,markingDate,inspector,serviceType_code,condition_code,status_code,notes
d77fc41a-215b-41db-9814-2da1ba4151f3,9eb3599b-2b94-4264-a6bd-4acb11583f16,17.402,17.787,-19.920522,-43.938977,2026-07-12T01:00:00Z,Rafael Torres,RAIL_GRINDING,ATENCAO,IN_PLANNING,
08232844-2862-4554-bac2-f4f0fc68bbf1,df7109e0-cc3d-4f10-b7d3-7e57621704bc,19.647,19.759,-23.574216,-46.663443,2026-07-12T08:00:00Z,Ana Souza,TAMPING,CRITICO,CLOSED,
fc013e25-3be7-4619-a7ad-baf7e62120e6,50cc6f01-2da6-4733-9961-c3f1e05296d8,8.767,8.990,-22.923129,-43.215091,2026-07-12T20:00:00Z,Rafael Torres,SLEEPER_REPLACEMENT,CRITICO,MARKED,
18251cba-2c5a-4da7-a43e-09ef23fe1f1c,9eb3599b-2b94-4264-a6bd-4acb11583f16,26.725,27.017,-19.936034,-43.958059,2026-07-13T03:00:00Z,Bruno Costa,RAIL_GRINDING,OK,CLOSED,
a764543a-c410-44d1-a26d-1eca0f23c397,df7109e0-cc3d-4f10-b7d3-7e57621704bc,0.064,0.439,-23.529793,-46.599453,2026-07-13T12:00:00Z,Rafael Torres,SLEEPER_REPLACEMENT,CRITICO,ORDERED,
0d5255a8-a913-4f96-b988-3095baeeb878,50cc6f01-2da6-4733-9961-c3f1e05296d8,12.373,12.651,-22.930543,-43.232575,2026-07-13T21:00:00Z,Rafael Torres,DITCH_CLEANING,OK,REJECTED,Servico ja executado antes da marcacao.
feff6e55-b3d4-45de-8d51-ec6f7874cee3,9eb3599b-2b94-4264-a6bd-4acb11583f16,23.404,23.504,-19.930510,-43.950772,2026-07-14T10:00:00Z,Ana Souza,SLEEPER_REPLACEMENT,OK,REJECTED,Duplicada de outra marcacao ja registrada no mesmo ponto.
70076831-6fc2-48a8-b3ee-7ed71a7ddb83,df7109e0-cc3d-4f10-b7d3-7e57621704bc,1.687,1.956,-23.534485,-46.605066,2026-07-14T18:00:00Z,Ana Souza,RAIL_GRINDING,CRITICO,IN_PLANNING,
7b8d72f1-1b9b-4d3f-b821-fa8be05de224,50cc6f01-2da6-4733-9961-c3f1e05296d8,3.896,4.339,-22.914247,-43.192088,2026-07-15T04:00:00Z,Juliana Alves,FASTENING_REPLACEMENT,ATENCAO,ORDERED,
8e15ca66-a8fb-416e-8733-18cec43b53b6,9eb3599b-2b94-4264-a6bd-4acb11583f16,22.535,22.818,-19.929492,-43.950226,2026-07-15T18:00:00Z,Carlos Silva,DITCH_CLEANING,CRITICO,IN_PLANNING,
10149b9c-c9af-4e74-9aa1-3dbca43be3c4,df7109e0-cc3d-4f10-b7d3-7e57621704bc,11.592,11.645,-23.555749,-46.638380,2026-07-16T00:00:00Z,Carlos Silva,FASTENING_REPLACEMENT,OK,REJECTED,Coordenadas inconsistentes com o trecho informado.
481e79df-4ec9-4d16-a306-8e1ed4c12d93,50cc6f01-2da6-4733-9961-c3f1e05296d8,4.094,4.362,-22.914434,-43.192221,2026-07-16T19:00:00Z,Ana Souza,RAIL_GRINDING,ATENCAO,IN_PLANNING,
5ad813bc-3547-4f3b-8348-08b07cb5e290,9eb3599b-2b94-4264-a6bd-4acb11583f16,16.622,16.969,-19.919556,-43.937933,2026-07-17T00:00:00Z,Juliana Alves,SLEEPER_REPLACEMENT,OK,CLOSED,
782a0538-63a3-4b43-b69c-23c43d4ef46c,df7109e0-cc3d-4f10-b7d3-7e57621704bc,14.346,14.756,-23.562904,-46.647118,2026-07-17T18:00:00Z,Ana Souza,RAIL_GRINDING,OK,ORDERED,
9e431e43-bc49-4f08-8a50-2ab81adcd1ff,50cc6f01-2da6-4733-9961-c3f1e05296d8,6.801,7.245,-22.920265,-43.205097,2026-07-18T01:00:00Z,Carlos Silva,DITCH_CLEANING,OK,MARKED,
de89b3dd-69c1-432b-b25a-84de15d26d95,9eb3599b-2b94-4264-a6bd-4acb11583f16,30.934,31.366,-19.943001,-43.966846,2026-07-18T11:00:00Z,Fernanda Lima,SLEEPER_REPLACEMENT,OK,CLOSED,
f8c0a26e-ea4b-4417-a6a1-4e151ae5cc5e,df7109e0-cc3d-4f10-b7d3-7e57621704bc,0.042,0.268,-23.529412,-46.599680,2026-07-19T00:00:00Z,Fernanda Lima,DITCH_CLEANING,CRITICO,CLOSED,
be7f5d0d-5022-4717-b2ed-de1e69c03e28,50cc6f01-2da6-4733-9961-c3f1e05296d8,2.276,2.460,-22.910329,-43.183713,2026-07-19T05:00:00Z,Juliana Alves,FASTENING_REPLACEMENT,OK,MARKED,
516d7a79-41f4-4e60-9cff-fd5b4359ba85,9eb3599b-2b94-4264-a6bd-4acb11583f16,25.048,25.324,-19.932385,-43.955431,2026-07-20T01:00:00Z,Carlos Silva,TAMPING,OK,REJECTED,Duplicada de outra marcacao ja registrada no mesmo ponto.
d7c064c0-c38f-44c7-92f4-6a7ec503892a,df7109e0-cc3d-4f10-b7d3-7e57621704bc,13.302,13.458,-23.560538,-46.642607,2026-07-20T12:00:00Z,Rafael Torres,DITCH_CLEANING,OK,REJECTED,Duplicada de outra marcacao ja registrada no mesmo ponto.
4c2651dc-7181-4768-b5df-4d2260952cce,50cc6f01-2da6-4733-9961-c3f1e05296d8,6.163,6.476,-22.918350,-43.201828,2026-07-20T22:00:00Z,Juliana Alves,FASTENING_REPLACEMENT,OK,ORDERED,
19d5f46f-7a07-433c-8de7-eeb93611cfba,9eb3599b-2b94-4264-a6bd-4acb11583f16,21.808,22.160,-19.928030,-43.948605,2026-07-21T04:00:00Z,Carlos Silva,RAIL_GRINDING,CRITICO,REJECTED,Duplicada de outra marcacao ja registrada no mesmo ponto.
a24832b9-f03b-494a-8f66-b0523ce2df41,df7109e0-cc3d-4f10-b7d3-7e57621704bc,1.443,1.589,-23.533622,-46.603997,2026-07-21T10:00:00Z,Ana Souza,FASTENING_REPLACEMENT,ATENCAO,IN_PLANNING,
c9452117-01a6-4ac8-a44c-f1e5958b80ac,50cc6f01-2da6-4733-9961-c3f1e05296d8,6.441,6.735,-22.919225,-43.203086,2026-07-22T06:00:00Z,Carlos Silva,DITCH_CLEANING,ATENCAO,MARKED,
d529f1a7-1c6d-48e1-976b-b37bd75927ac,9eb3599b-2b94-4264-a6bd-4acb11583f16,31.150,31.260,-19.943432,-43.967890,2026-07-22T14:00:00Z,Bruno Costa,FASTENING_REPLACEMENT,CRITICO,IN_PLANNING,
e3a48064-714b-4611-97ba-2b00a35b01b6,df7109e0-cc3d-4f10-b7d3-7e57621704bc,14.137,14.279,-23.561593,-46.646323,2026-07-23T09:00:00Z,Bruno Costa,SLEEPER_REPLACEMENT,OK,CLOSED,
e1945486-bb7f-417c-9fa9-841d2517f199,50cc6f01-2da6-4733-9961-c3f1e05296d8,12.191,12.261,-22.929985,-43.232089,2026-07-23T21:00:00Z,Ana Souza,RAIL_GRINDING,CRITICO,CLOSED,
48dc0a4a-78c3-47f9-b60c-1a309e1867b3,9eb3599b-2b94-4264-a6bd-4acb11583f16,24.648,24.748,-19.931590,-43.953766,2026-07-24T05:00:00Z,Rafael Torres,SLEEPER_REPLACEMENT,ATENCAO,REJECTED,Km informado nao corresponde ao ponto georreferenciado.
e002ac5d-a721-41e3-a6a9-b8618dfbcae0,df7109e0-cc3d-4f10-b7d3-7e57621704bc,2.917,3.024,-23.536870,-46.608842,2026-07-24T10:00:00Z,Bruno Costa,TAMPING,CRITICO,IN_PLANNING,
c664384a-4e2d-437e-9aed-2b3941fadefc,50cc6f01-2da6-4733-9961-c3f1e05296d8,9.804,10.013,-22.925136,-43.219425,2026-07-24T18:00:00Z,Ana Souza,TAMPING,OK,CLOSED,
8fc68a4c-d6e2-4c77-978c-45aeb5165ba8,9eb3599b-2b94-4264-a6bd-4acb11583f16,15.426,15.807,-19.917657,-43.934675,2026-07-25T05:00:00Z,Bruno Costa,TAMPING,CRITICO,MARKED,
22073fec-6b06-4665-8ce2-6a841933303d,df7109e0-cc3d-4f10-b7d3-7e57621704bc,7.536,7.603,-23.547003,-46.624973,2026-07-25T23:00:00Z,Bruno Costa,FASTENING_REPLACEMENT,OK,IN_PLANNING,
3b4117d7-0c91-4b6d-92a1-f0862ffd2a8c,50cc6f01-2da6-4733-9961-c3f1e05296d8,0.348,0.485,-22.907729,-43.173990,2026-07-26T11:00:00Z,Bruno Costa,DITCH_CLEANING,ATENCAO,REJECTED,Servico ja executado antes da marcacao.
4b3dec07-2098-43fe-9913-985920e53c16,9eb3599b-2b94-4264-a6bd-4acb11583f16,31.155,31.257,-19.942072,-43.967786,2026-07-26T23:00:00Z,Carlos Silva,SLEEPER_REPLACEMENT,CRITICO,CLOSED,
43b953c7-f526-4e35-9e21-b610d5a74768,df7109e0-cc3d-4f10-b7d3-7e57621704bc,6.810,7.214,-23.545424,-46.621358,2026-07-27T06:00:00Z,Fernanda Lima,DITCH_CLEANING,OK,ORDERED,
d9939bd7-86e6-4710-a053-15249117435f,50cc6f01-2da6-4733-9961-c3f1e05296d8,0.652,0.898,-22.907994,-43.175544,2026-07-27T16:00:00Z,Bruno Costa,RAIL_GRINDING,OK,ORDERED,
e8d66b08-c9ea-45b5-9752-bb36803a1529,9eb3599b-2b94-4264-a6bd-4acb11583f16,25.718,26.067,-19.934633,-43.955602,2026-07-28T12:00:00Z,Bruno Costa,RAIL_GRINDING,ATENCAO,CLOSED,
4f4a61d2-6727-4045-bbfa-f800cd420446,df7109e0-cc3d-4f10-b7d3-7e57621704bc,13.735,14.034,-23.561397,-46.644375,2026-07-29T04:00:00Z,Juliana Alves,TAMPING,CRITICO,REJECTED,Servico ja executado antes da marcacao.
43fa08b4-fd89-4b03-b81e-e31dd77391cb,50cc6f01-2da6-4733-9961-c3f1e05296d8,5.969,6.394,-22.918336,-43.202055,2026-07-29T18:00:00Z,Fernanda Lima,RAIL_GRINDING,ATENCAO,IN_PLANNING,
2f2dfdd2-6f49-4fc5-9a57-cf7cda83061b,9eb3599b-2b94-4264-a6bd-4acb11583f16,23.792,24.199,-19.930182,-43.951958,2026-07-30T00:00:00Z,Bruno Costa,DITCH_CLEANING,CRITICO,REJECTED,Servico ja executado antes da marcacao.
